delay,ion_y,ion_QS,ion_NA
17.0,0.004825022578,0.0026392788375245724,0.003948385681776245
15.0,0.004739500165,0.002584228637218189,0.003864613346296508
13.0,0.004674019293,0.0025419853297489192,0.0038010540304260765
11.0,0.004636879201,0.002519150247236257,0.003767435174149014
9.0,0.004634190337,0.0025204886398551007,0.003770480851300495
7.0,0.004669175278,0.002548039021595838,0.0038127164884812492
5.0,0.004741624568,0.0026006011738876067,0.003891946886345421
3.0,0.004847566654,0.0026737244119219294,0.004001338365206775
1.0,0.004979268529,0.002760217631358697,0.0041301566861993155
0.0,0.005051436467,0.002805708238722171,0.00419777557144696
-1.0,0.005125694594,0.002851097187870799,0.004265191143254854
-3.0,0.005273486173,0.0029368060430414733,0.004392396135697196
-5.0,0.005408399835,0.003008496424064311,0.004498727749844278
-7.0,0.005517013606,0.00305917242872511,0.004573814634818429
-9.0,0.005588431217,0.0030845292575040206,0.004611191441941442
-11.0,0.00561570907,0.00308338608406844,0.004608962954104623
-13.0,0.005596785542,0.0030576751737050323,0.004569827848361352
-15.0,0.005534776842,0.0030120117533242174,0.004500473579757025
-17.0,0.005437592392,0.0029529235796095232,0.004410503045876535
-19.0,0.005316905941,0.0028878636488761655,0.004310976988013748
-21.0,0.005186599438,0.0028241594786073687,0.004212962337645121
-23.01,0.005060284568,0.0027678082075816013,0.004125703177760398
-25.01,0.004951858959,0.0027238478684301626,0.00405724963711962
-27.01,0.004869967784,0.0026942741575742835,0.0040111132489355494
-29.01,0.00481952562,0.002679241063965332,0.003987990606052705
-31.01,0.004800742841,0.002677097779655857,0.003985597208045144
-33.01,0.004809623664,0.002684959213069882,0.0039994296983389965
-35.01,0.004839155115,0.0026993699048700748,0.004023799632262626
-37.01,0.004880913306,0.002716927020939397,0.004052914274874975
-39.01,0.004926735425,0.0027347608831438386,0.00408179480158255
-41.01,0.004970108252,0.0027508207545878793,0.004106995278512993
-43.01,0.005007003591,0.002763962119442853,0.004126803700139847
-45.01,0.005036032083,0.0027738672833664824,0.004141181871489152
-47.01,0.005057960054,0.0027808502083100928,0.004151269846364936
-49.01,0.005074795971,0.0027856021533696484,0.004158821517237121
-51.01,0.005088754134,0.0027889317721905282,0.004165633384706435
-53.01,0.005101406356,0.0027915449320453645,0.004172987993868671
-55.01,0.005113233853,0.002793896718798927,0.004181423493978431
-57.01,0.005123630308,0.0027961315830760114,0.004190606037755118
-59.01,0.005131252135,0.002798109316377695,0.004199518278685144
-61.01,0.0051345279,0.002799497873064438,0.004206669481659264
-63.01,0.005132149116,0.002799902598365378,0.004210532671366063
-65.01,0.005123437447,0.002798997605896636,0.004209847367092179
-67.01,0.005108557847,0.0027966291732582915,0.004203945547105459
-69.02,0.005088470379,0.002792849416158094,0.004192907437757243
-71.02,0.005065268274,0.0027880003643074858,0.004177799708897978
-73.02,0.00504131578,0.002782550924019578,0.004160264719218376
-75.02,0.005019251906,0.0027770849646698847,0.0041424147684724355
-77.02,0.005001465417,0.0027721908046547394,0.004126474529533852
-79.02,0.00498970784,0.0027683715240729434,0.004114356962934385
-81.02,0.004984852266,0.0027659756952774783,0.0041073788122557575
-83.02,0.004986841193,0.0027651576497454977,0.004106064681090205
-136.39,0.005034193666,0.0027794658022738394,0.004148564034427649
-189.76,0.005031963757,0.0027795024874457397,0.004148159688495023
-243.13,0.005032587218,0.002779502487442853,0.004148142002670885
-296.49,0.005032461402,0.002779502487442853,0.004147987302741685
-349.86,0.005032227825,0.002779502487442853,0.004148212862163381
-403.23,0.005032187368,0.002779502487442853,0.004148035373668035
-456.6,0.005032393658,0.002779502487442853,0.0041508084493350195
-509.97,0.005032220971,0.002779502487442853,0.004148163986089748
-563.34,0.00503241896,0.002779502487442853,0.004148170561139364
-616.71,0.005032035458,0.002779502487442853,0.004148170561139364
