delay,ion_y,ion_QS,ion_NA
-96.27,0.01482913515,0.0040252518947336835,0.03831172516882264
-98.77,0.0148264119,0.0040244395709062575,0.038311037793145264
-101.27,0.01482763527,0.004024002600759635,0.0383134120029639
-103.77,0.01483117752,0.004023881038113131,0.03831739340175544
-141.58,0.01484459509,0.004024977850158984,0.038326659813441855
-179.38,0.01484576933,0.004024977443898403,0.038326860819470676
-217.18,0.01484086576,0.004024977443898736,0.03832655078820324
-254.99,0.01483963434,0.004024977443898736,0.03832652801561298
-292.79,0.01484220562,0.004024977443898736,0.03832884337466558
-330.59,0.01484520588,0.004024977443898736,0.03833603008764175
-368.39,0.01484287873,0.004024977443898736,0.03832786273737687
-406.2,0.01483988713,0.004024977443898736,0.038326907494414586
-444.0,0.01484219138,0.004024977443898736,0.03832690742061606
-481.8,0.01484483685,0.004024977443898736,0.03832690742061606
